7.794273070060073749e-01,2.573052729095505198e-01,1.000000000000000000e+00
7.770050070876928228e-01,1.591540218281428665e-02,1.000000000000000000e+00
9.770922527691576764e-01,3.042096243077454520e-01,1.000000000000000000e+00
4.303189802502183081e-02,1.408992992910701458e-01,0.000000000000000000e+00
7.604333695173195462e-01,1.931229616476861644e-01,1.000000000000000000e+00
7.960635810800943402e-01,4.056024475111741356e-02,1.000000000000000000e+00
9.033203869619387261e-01,1.702354815961030221e-01,1.000000000000000000e+00
9.811883772539897741e-01,9.101582432325616701e-02,1.000000000000000000e+00
4.071935432089720530e-01,4.653792700432930474e-01,0.000000000000000000e+00
7.909002201251322806e-01,2.919751982926921396e-01,0.000000000000000000e+00
7.446064016998059643e-01,5.132770284718501941e-02,1.000000000000000000e+00
7.042461158640657137e-01,1.394273613653408406e-01,1.000000000000000000e+00
4.865582205469459742e-01,9.010119300570373913e-02,1.000000000000000000e+00
8.701970321387311191e-01,8.050272772245936626e-02,1.000000000000000000e+00
4.879966442954459804e-01,7.545720501665664770e-02,1.000000000000000000e+00
8.060522484016316991e-01,1.850766300408489551e-01,1.000000000000000000e+00
9.600083993682373418e-01,2.149631362248547450e-01,1.000000000000000000e+00
9.130105188097780156e-01,1.576653469122522022e-01,1.000000000000000000e+00
8.514109343494871140e-01,5.488048304574300040e-02,1.000000000000000000e+00
8.016800422864099884e-01,1.389441554585827410e-01,1.000000000000000000e+00
4.071895284437041518e-01,1.078179419907782099e-01,0.000000000000000000e+00
8.684690883624507363e-01,5.559356108544342145e-01,0.000000000000000000e+00
9.564287830591289286e-01,3.258165927622279634e-01,1.000000000000000000e+00
9.724090544509322864e-01,2.631881391699116834e-01,1.000000000000000000e+00
6.655250261997854855e-01,1.450440447360751284e-01,1.000000000000000000e+00
8.430752613377968663e-01,1.301384748928893220e-01,1.000000000000000000e+00
8.130017773953679416e-02,8.512744986139125780e-01,0.000000000000000000e+00
6.558489629212899130e-01,6.880296605891844663e-02,1.000000000000000000e+00
1.386149825650523359e-01,7.338945572324151456e-02,0.000000000000000000e+00
2.130577449890895814e-01,4.831839893266828279e-01,0.000000000000000000e+00
5.977985194723768325e-01,6.595108046497288878e-02,1.000000000000000000e+00
8.818871835271361315e-01,2.525564847184615935e-01,1.000000000000000000e+00
6.332869896013680888e-01,6.237308774101332220e-01,0.000000000000000000e+00
6.200292279292292097e-01,5.227918699700750960e-02,1.000000000000000000e+00
9.728988650826461138e-01,5.594825458764929316e-02,1.000000000000000000e+00
7.796121679349787836e-01,1.162423823145534163e-01,1.000000000000000000e+00
7.142625623058267426e-01,5.945246402756887427e-02,1.000000000000000000e+00
7.462949234220196404e-01,2.155740858085037903e-01,1.000000000000000000e+00
9.825064946986181713e-01,1.967333801524406844e-01,1.000000000000000000e+00
4.874935466645535787e-01,9.700897806389516820e-01,0.000000000000000000e+00
