9.716774954163215128e+00,1.469815703049774047e+00,3.232485580908563971e+00,0.000000000000000000e+00
1.130650392972580498e+01,8.154216828756148949e-01,5.536712558343293011e+01,2.000000000000000000e+00
9.512338802624132228e+00,8.095366743323750836e-01,2.415356169647633067e+01,2.000000000000000000e+00
3.869948884613214624e+00,7.699428065250371045e-01,2.201016619870769375e+01,2.000000000000000000e+00
3.961213234788064597e+01,1.240628332777176102e+00,1.545553303899566515e+02,2.000000000000000000e+00
4.797341935780247724e+01,8.396111013562654879e-01,1.983051251419283858e+02,1.000000000000000000e+00
1.546582696479289254e+00,8.576582186795486118e-01,-1.173316628128483252e+01,1.000000000000000000e+00
3.213732958821589136e+01,1.449983442003066836e+00,6.643873443186713246e+01,2.000000000000000000e+00
2.689430091681533952e+01,7.685488735049161857e-01,8.675496712675935385e+01,2.000000000000000000e+00
1.071185243111709973e+01,3.827531622634899877e-01,6.387756855416956370e+01,2.000000000000000000e+00
3.259814809750259279e+00,1.518096495688584735e+00,-1.607474342641374676e+01,1.000000000000000000e+00
1.406226469156373149e+01,1.485571440233281360e+00,4.336211205898913335e+01,2.000000000000000000e+00
8.719634032794727929e+00,1.160107529533490611e+00,-5.143931446879385305e+01,1.000000000000000000e+00
3.922095412777795786e+01,8.722331465493184943e-01,2.084185673887118924e+02,2.000000000000000000e+00
2.072617856471307007e+01,8.180107343611517923e-01,9.354939632323136323e+01,2.000000000000000000e+00
4.404675808479482413e+01,5.068306157245353605e-01,1.734574106851893589e+02,0.000000000000000000e+00
3.959026763640066093e+01,1.027702199205970501e+00,1.531481588581589790e+02,2.000000000000000000e+00
2.251097635829965071e+01,5.175140328215886987e-01,9.281218676675446488e+01,2.000000000000000000e+00
3.176593117155959689e+01,4.426297850271571077e-01,8.558594622921965822e+01,0.000000000000000000e+00
3.509744594479716540e+01,5.587478373433284462e-01,1.294914697958939200e+02,2.000000000000000000e+00
3.875124011744432551e+01,1.312183789878473394e+00,8.935997980080988157e+01,2.000000000000000000e+00
4.637237243842114509e+01,9.646092231548131224e-01,2.062128390478453355e+02,0.000000000000000000e+00
3.919310354964472509e+01,1.307753045082865384e+00,6.569854741156649425e+01,1.000000000000000000e+00
7.050491081048741115e+00,9.408818637823798126e-01,1.776691899807237007e+01,2.000000000000000000e+00
6.345560532047192837e+00,1.524478689256875574e+00,-7.201109997795165363e-01,0.000000000000000000e+00
1.493755451944710444e+01,7.447834625599429881e-01,6.464827988964174210e+01,2.000000000000000000e+00
4.701607570081328191e+01,7.323087090978339653e-01,2.314263443151587580e+02,0.000000000000000000e+00
1.559004765214962873e+01,1.449355154262844669e+00,3.368245286242971304e+01,2.000000000000000000e+00
2.174360303837284292e+01,6.271686790005225332e-01,3.435167931290563814e+01,1.000000000000000000e+00
4.175508058191157090e+01,1.423987428199055882e+00,2.422519119431363777e+01,1.000000000000000000e+00
5.244779133524073433e-01,5.296187101504163941e-01,-2.249028518798898801e+01,1.000000000000000000e+00
4.917949076300046407e+00,1.489595408207086802e+00,-1.919146631907728207e+01,1.000000000000000000e+00
1.989665799131725166e+01,6.134173865603724796e-01,5.303019914723640227e+01,2.000000000000000000e+00
2.265537693136323227e+01,3.939888783779805781e-01,7.106900208745491909e+01,2.000000000000000000e+00
4.054436288301303648e+00,9.933443316758675534e-01,1.551060117420624174e+01,2.000000000000000000e+00
3.139871247616061467e+01,1.467251009818475005e+00,7.047266153654656762e+01,2.000000000000000000e+00
4.161905810379109028e+01,4.977453436852174451e-01,1.963531180707126964e+02,2.000000000000000000e+00
4.528039408130739929e+01,1.105367942487817556e+00,1.576669179655326616e+02,1.000000000000000000e+00
1.355128447271534364e+00,1.312886261597035809e+00,-2.162563546715496887e+00,0.000000000000000000e+00
3.609612787320143212e+01,1.402970609401158253e+00,3.199416810102171382e+00,1.000000000000000000e+00
1.286667541953922900e+01,7.568064339437104993e-01,1.733669397610728780e+01,0.000000000000000000e+00
3.986827818711350169e+00,7.485203751384839066e-01,5.034980874566407039e+01,2.000000000000000000e+00
2.525954902976671335e+01,1.517750477947811261e+00,5.833119459911485194e+01,2.000000000000000000e+00
4.704207451528677097e+01,3.185085534859686263e-01,1.406489463568326528e+02,0.000000000000000000e+00
6.967041092234500077e+00,5.821084048409028711e-01,-3.213588455792373111e+01,1.000000000000000000e+00
7.977877705484445414e+00,1.037376519819633192e+00,4.218486657650792893e+00,0.000000000000000000e+00
8.821208564635364624e+00,1.295707499398834006e+00,6.160884301162923293e+01,2.000000000000000000e+00
3.141191631216923952e+01,1.538143239939915530e+00,2.369959759505033503e+01,2.000000000000000000e+00
4.176619117496481692e+01,1.192342217710324448e+00,1.640220762084591115e+02,2.000000000000000000e+00
3.772578379099814327e+01,1.537510453813506706e+00,4.536631293194706416e+01,2.000000000000000000e+00
4.198076850689874107e+01,9.861608159258412609e-01,1.422013321953594698e+02,1.000000000000000000e+00
1.500946646925326000e+01,3.809401800466559740e-01,8.524862579773555993e+00,0.000000000000000000e+00
3.467924522921358488e+01,6.790931676516321902e-01,1.220972909416576329e+02,0.000000000000000000e+00
3.963312213794235817e+01,5.334243234302674663e-01,1.546675980639491570e+02,2.000000000000000000e+00
3.742517177763685510e+01,1.412030025069235251e+00,3.222217834636660427e+01,1.000000000000000000e+00
2.739644140499973446e+01,1.076108834925348701e+00,7.547146389705088154e+01,2.000000000000000000e+00
1.628189648882415241e+01,3.667125949846528066e-01,-4.217581428040419667e+01,1.000000000000000000e+00
2.625545441130274327e+00,1.196653243722091808e+00,-2.834525856825042922e+01,1.000000000000000000e+00
3.517922754069169144e+01,5.922320609159107407e-01,8.397385255270455673e+01,1.000000000000000000e+00
4.565401542514633348e+01,1.528093714992718288e+00,3.578687027961838396e+01,2.000000000000000000e+00
3.547301865754313610e+01,8.117407062971986331e-01,1.335518174195763095e+02,0.000000000000000000e+00
3.196680303030527170e+01,1.070801850984763437e+00,5.881406246783687664e+01,1.000000000000000000e+00
5.152912360337573716e+00,3.660883346918537007e-01,-5.283060577512531353e+01,1.000000000000000000e+00
1.843698235983830003e+01,1.526511173610106464e+00,-5.924278124289903857e+00,0.000000000000000000e+00
2.218459262361663065e+01,1.400649199658409394e+00,-1.874511820953697949e+01,1.000000000000000000e+00
4.842498405209759937e+01,9.463131004244927924e-01,2.827780901562805411e+02,2.000000000000000000e+00
3.407565035576281787e+01,4.620916973280316808e-01,1.433311285397689403e+02,2.000000000000000000e+00
1.664677308480716178e+01,1.448741327788438449e+00,6.168050437429130284e+01,2.000000000000000000e+00
2.852900705866195352e+01,1.494124371590532796e+00,1.547284154828933112e+01,0.000000000000000000e+00
1.450646852633449058e+01,6.925591496042020623e-01,2.149550587056619122e+01,0.000000000000000000e+00
4.941851191417458722e+01,3.616601252272346745e-01,2.012970911957793021e+02,2.000000000000000000e+00
1.541052192549251210e+01,8.531721874956618157e-01,3.075333228588371881e+01,0.000000000000000000e+00
3.852156837297938097e+01,4.577560073507021543e-01,1.733551800249923645e+02,2.000000000000000000e+00
2.791873345562707343e+01,7.527637043498545122e-01,4.493584374706691165e+01,1.000000000000000000e+00
4.474797307671325797e+01,1.328254378235430133e+00,1.133996629996509711e+02,2.000000000000000000e+00
3.877494416945516775e+01,1.215209223565533403e+00,1.028493256161470271e+02,0.000000000000000000e+00
